response,context,context/0,context/1,context/2,context/3,context/4,context/5
goad lena kya hai ?,Assisted Reproductive Technology ART jis mein sperm aur anday ko behtar fertilization ke liye sanbhala jata hai. aam tor par IUI tarjeehi zarkhaizifertility ka ilaaj ho ga aur agar IUI nataij nahi lata hai to dr IVF tajweez kere ga . aap kis cheez ke baray mein janna chahtay hain ?,Assisted Reproductive Technology kya hai ?,"zarkhaizifertility ke ilaaj ke bohat se options hain jinhein aap daryaft kar satke hain, Assisted Reproductive Technology ARF, adoption aur ilaaj ke kuch dosray ikhtiyarat aap karsakte hai. aap kis cheez ke baray mein janna chahtay hain ?",mein apne zarkhaizifertility ke ilaaj ke ikhtiyarat ke baray mein janna chahta hon .,aap ko haamla honay ki koshish shuru kiye hue kitna arsa ho gaya hai ?,mujhe kaisay pata chalay ga ke mujhe zarkhaizifertility ke masail hain ?,jee haan. yeh zaroori hai ke aap dr se milein taakay aap ki sahih tashkhees ho sakay .
"agar aap ya saathi ko zarkhaizifertility ke masail hain jo ilaaj ke tamam ikhtiyarat se guzarnay ke baad bhi hal nahi hue, to bachay ko goad lena aapka masla hal karsakta hai. mazeed tafseelaat ke liye government ki Website baraye goad lainay  cara  dekhen ya apni qareebi adoption agency dekhen .",goad lena kya hai ?,Assisted Reproductive Technology ART jis mein sperm aur anday ko behtar fertilization ke liye sanbhala jata hai. aam tor par IUI tarjeehi zarkhaizifertility ka ilaaj ho ga aur agar IUI nataij nahi lata hai to dr IVF tajweez kere ga . aap kis cheez ke baray mein janna chahtay hain ?,Assisted Reproductive Technology kya hai ?,"zarkhaizifertility ke ilaaj ke bohat se options hain jinhein aap daryaft kar satke hain, Assisted Reproductive Technology ARF, adoption aur ilaaj ke kuch dosray ikhtiyarat aap karsakte hai. aap kis cheez ke baray mein janna chahtay hain ?",mein apne zarkhaizifertility ke ilaaj ke ikhtiyarat ke baray mein janna chahta hon .,aap ko haamla honay ki koshish shuru kiye hue kitna arsa ho gaya hai ?,mujhe kaisay pata chalay ga ke mujhe zarkhaizifertility ke masail hain ?
mere mutabadil ilaaj ke ikhtiyarat kya hain ?,"agar aap ya saathi ko zarkhaizifertility ke masail hain jo ilaaj ke tamam ikhtiyarat se guzarnay ke baad bhi hal nahi hue, to bachay ko goad lena aapka masla hal karsakta hai. mazeed tafseelaat ke liye government ki Website baraye goad lainay  cara  dekhen ya apni qareebi adoption agency dekhen .",goad lena kya hai ?,Assisted Reproductive Technology ART jis mein sperm aur anday ko behtar fertilization ke liye sanbhala jata hai. aam tor par IUI tarjeehi zarkhaizifertility ka ilaaj ho ga aur agar IUI nataij nahi lata hai to dr IVF tajweez kere ga . aap kis cheez ke baray mein janna chahtay hain ?,Assisted Reproductive Technology kya hai ?,"zarkhaizifertility ke ilaaj ke bohat se options hain jinhein aap daryaft kar satke hain, Assisted Reproductive Technology ARF, adoption aur ilaaj ke kuch dosray ikhtiyarat aap karsakte hai. aap kis cheez ke baray mein janna chahtay hain ?",mein apne zarkhaizifertility ke ilaaj ke ikhtiyarat ke baray mein janna chahta hon .,aap ko haamla honay ki koshish shuru kiye hue kitna arsa ho gaya hai ?
"ART ke ilaaj ke ilawa, homeopathy, yoga, aur  Ayurveda samait mard aur aurat dono ke banjh pan ke masail ke liye kayi ghair hamla aawar ilaaj ke ikhtiyarat mojood hain. zarkhaizifertility ke masail ka hal wahid ilaaj nahi hai. ilaaj ka aik majmoa haamla honay mein madad kere ga .",mere mutabadil ilaaj ke ikhtiyarat kya hain ?,"agar aap ya saathi ko zarkhaizifertility ke masail hain jo ilaaj ke tamam ikhtiyarat se guzarnay ke baad bhi hal nahi hue, to bachay ko goad lena aapka masla hal karsakta hai. mazeed tafseelaat ke liye government ki Website baraye goad lainay  cara  dekhen ya apni qareebi adoption agency dekhen .",goad lena kya hai ?,Assisted Reproductive Technology ART jis mein sperm aur anday ko behtar fertilization ke liye sanbhala jata hai. aam tor par IUI tarjeehi zarkhaizifertility ka ilaaj ho ga aur agar IUI nataij nahi lata hai to dr IVF tajweez kere ga . aap kis cheez ke baray mein janna chahtay hain ?,Assisted Reproductive Technology kya hai ?,"zarkhaizifertility ke ilaaj ke bohat se options hain jinhein aap daryaft kar satke hain, Assisted Reproductive Technology ARF, adoption aur ilaaj ke kuch dosray ikhtiyarat aap karsakte hai. aap kis cheez ke baray mein janna chahtay hain ?",mein apne zarkhaizifertility ke ilaaj ke ikhtiyarat ke baray mein janna chahta hon .
homeopathy kya hai ?,"ART ke ilaaj ke ilawa, homeopathy, yoga, aur  Ayurveda samait mard aur aurat dono ke banjh pan ke masail ke liye kayi ghair hamla aawar ilaaj ke ikhtiyarat mojood hain. zarkhaizifertility ke masail ka hal wahid ilaaj nahi hai. ilaaj ka aik majmoa haamla honay mein madad kere ga .",mere mutabadil ilaaj ke ikhtiyarat kya hain ?,"agar aap ya saathi ko zarkhaizifertility ke masail hain jo ilaaj ke tamam ikhtiyarat se guzarnay ke baad bhi hal nahi hue, to bachay ko goad lena aapka masla hal karsakta hai. mazeed tafseelaat ke liye government ki Website baraye goad lainay  cara  dekhen ya apni qareebi adoption agency dekhen .",goad lena kya hai ?,Assisted Reproductive Technology ART jis mein sperm aur anday ko behtar fertilization ke liye sanbhala jata hai. aam tor par IUI tarjeehi zarkhaizifertility ka ilaaj ho ga aur agar IUI nataij nahi lata hai to dr IVF tajweez kere ga . aap kis cheez ke baray mein janna chahtay hain ?,Assisted Reproductive Technology kya hai ?,"zarkhaizifertility ke ilaaj ke bohat se options hain jinhein aap daryaft kar satke hain, Assisted Reproductive Technology ARF, adoption aur ilaaj ke kuch dosray ikhtiyarat aap karsakte hai. aap kis cheez ke baray mein janna chahtay hain ?"
zarkhaizi ke kuch masail ka ilaaj kuch mahino tak mazhabi tareeqay se kiye jane walay homeopathy ilaaj se kya ja sakta hai.,homeopathy kya hai ?,"ART ke ilaaj ke ilawa, homeopathy, yoga, aur  Ayurveda samait mard aur aurat dono ke banjh pan ke masail ke liye kayi ghair hamla aawar ilaaj ke ikhtiyarat mojood hain. zarkhaizifertility ke masail ka hal wahid ilaaj nahi hai. ilaaj ka aik majmoa haamla honay mein madad kere ga .",mere mutabadil ilaaj ke ikhtiyarat kya hain ?,"agar aap ya saathi ko zarkhaizifertility ke masail hain jo ilaaj ke tamam ikhtiyarat se guzarnay ke baad bhi hal nahi hue, to bachay ko goad lena aapka masla hal karsakta hai. mazeed tafseelaat ke liye government ki Website baraye goad lainay  cara  dekhen ya apni qareebi adoption agency dekhen .",goad lena kya hai ?,Assisted Reproductive Technology ART jis mein sperm aur anday ko behtar fertilization ke liye sanbhala jata hai. aam tor par IUI tarjeehi zarkhaizifertility ka ilaaj ho ga aur agar IUI nataij nahi lata hai to dr IVF tajweez kere ga . aap kis cheez ke baray mein janna chahtay hain ?,Assisted Reproductive Technology kya hai ?
yoga kya hai ?,zarkhaizi ke kuch masail ka ilaaj kuch mahino tak mazhabi tareeqay se kiye jane walay homeopathy ilaaj se kya ja sakta hai.,homeopathy kya hai ?,"ART ke ilaaj ke ilawa, homeopathy, yoga, aur  Ayurveda samait mard aur aurat dono ke banjh pan ke masail ke liye kayi ghair hamla aawar ilaaj ke ikhtiyarat mojood hain. zarkhaizifertility ke masail ka hal wahid ilaaj nahi hai. ilaaj ka aik majmoa haamla honay mein madad kere ga .",mere mutabadil ilaaj ke ikhtiyarat kya hain ?,"agar aap ya saathi ko zarkhaizifertility ke masail hain jo ilaaj ke tamam ikhtiyarat se guzarnay ke baad bhi hal nahi hue, to bachay ko goad lena aapka masla hal karsakta hai. mazeed tafseelaat ke liye government ki Website baraye goad lainay  cara  dekhen ya apni qareebi adoption agency dekhen .",goad lena kya hai ?,Assisted Reproductive Technology ART jis mein sperm aur anday ko behtar fertilization ke liye sanbhala jata hai. aam tor par IUI tarjeehi zarkhaizifertility ka ilaaj ho ga aur agar IUI nataij nahi lata hai to dr IVF tajweez kere ga . aap kis cheez ke baray mein janna chahtay hain ?
yoga ki kuch aisi techniques hain jo zarkhaizifertility ko badhaane aur toleedi masail ko hal karne ke liye payi gayi hain. yeh tanao ko bhi dur karta hai jo banjh pan ke masail ki aik bari bunyaad hai. mazeed jannay ke liye kisi maahir se baat karen ke yoga aap ki kis terhan madad kar sakta hai .,yoga kya hai ?,zarkhaizi ke kuch masail ka ilaaj kuch mahino tak mazhabi tareeqay se kiye jane walay homeopathy ilaaj se kya ja sakta hai.,homeopathy kya hai ?,"ART ke ilaaj ke ilawa, homeopathy, yoga, aur  Ayurveda samait mard aur aurat dono ke banjh pan ke masail ke liye kayi ghair hamla aawar ilaaj ke ikhtiyarat mojood hain. zarkhaizifertility ke masail ka hal wahid ilaaj nahi hai. ilaaj ka aik majmoa haamla honay mein madad kere ga .",mere mutabadil ilaaj ke ikhtiyarat kya hain ?,"agar aap ya saathi ko zarkhaizifertility ke masail hain jo ilaaj ke tamam ikhtiyarat se guzarnay ke baad bhi hal nahi hue, to bachay ko goad lena aapka masla hal karsakta hai. mazeed tafseelaat ke liye government ki Website baraye goad lainay  cara  dekhen ya apni qareebi adoption agency dekhen .",goad lena kya hai ?
Ayurveda kya hai ?,yoga ki kuch aisi techniques hain jo zarkhaizifertility ko badhaane aur toleedi masail ko hal karne ke liye payi gayi hain. yeh tanao ko bhi dur karta hai jo banjh pan ke masail ki aik bari bunyaad hai. mazeed jannay ke liye kisi maahir se baat karen ke yoga aap ki kis terhan madad kar sakta hai .,yoga kya hai ?,zarkhaizi ke kuch masail ka ilaaj kuch mahino tak mazhabi tareeqay se kiye jane walay homeopathy ilaaj se kya ja sakta hai.,homeopathy kya hai ?,"ART ke ilaaj ke ilawa, homeopathy, yoga, aur  Ayurveda samait mard aur aurat dono ke banjh pan ke masail ke liye kayi ghair hamla aawar ilaaj ke ikhtiyarat mojood hain. zarkhaizifertility ke masail ka hal wahid ilaaj nahi hai. ilaaj ka aik majmoa haamla honay mein madad kere ga .",mere mutabadil ilaaj ke ikhtiyarat kya hain ?,"agar aap ya saathi ko zarkhaizifertility ke masail hain jo ilaaj ke tamam ikhtiyarat se guzarnay ke baad bhi hal nahi hue, to bachay ko goad lena aapka masla hal karsakta hai. mazeed tafseelaat ke liye government ki Website baraye goad lainay  cara  dekhen ya apni qareebi adoption agency dekhen ."
yoga ke sath ayurvedic adwiyaat aur ayurvedic ilaaj mard aur aurat dono ki zarkhaizifertility ko bahaal karne mein bohat madad kar satke hain .,Ayurveda kya hai ?,yoga ki kuch aisi techniques hain jo zarkhaizifertility ko badhaane aur toleedi masail ko hal karne ke liye payi gayi hain. yeh tanao ko bhi dur karta hai jo banjh pan ke masail ki aik bari bunyaad hai. mazeed jannay ke liye kisi maahir se baat karen ke yoga aap ki kis terhan madad kar sakta hai .,yoga kya hai ?,zarkhaizi ke kuch masail ka ilaaj kuch mahino tak mazhabi tareeqay se kiye jane walay homeopathy ilaaj se kya ja sakta hai.,homeopathy kya hai ?,"ART ke ilaaj ke ilawa, homeopathy, yoga, aur  Ayurveda samait mard aur aurat dono ke banjh pan ke masail ke liye kayi ghair hamla aawar ilaaj ke ikhtiyarat mojood hain. zarkhaizifertility ke masail ka hal wahid ilaaj nahi hai. ilaaj ka aik majmoa haamla honay mein madad kere ga .",mere mutabadil ilaaj ke ikhtiyarat kya hain ?
khawateen ki zarkhaizifertility ko kya cheez pareshan karti hai ?,yoga ke sath ayurvedic adwiyaat aur ayurvedic ilaaj mard aur aurat dono ki zarkhaizifertility ko bahaal karne mein bohat madad kar satke hain .,Ayurveda kya hai ?,yoga ki kuch aisi techniques hain jo zarkhaizifertility ko badhaane aur toleedi masail ko hal karne ke liye payi gayi hain. yeh tanao ko bhi dur karta hai jo banjh pan ke masail ki aik bari bunyaad hai. mazeed jannay ke liye kisi maahir se baat karen ke yoga aap ki kis terhan madad kar sakta hai .,yoga kya hai ?,zarkhaizi ke kuch masail ka ilaaj kuch mahino tak mazhabi tareeqay se kiye jane walay homeopathy ilaaj se kya ja sakta hai.,homeopathy kya hai ?,"ART ke ilaaj ke ilawa, homeopathy, yoga, aur  Ayurveda samait mard aur aurat dono ke banjh pan ke masail ke liye kayi ghair hamla aawar ilaaj ke ikhtiyarat mojood hain. zarkhaizifertility ke masail ka hal wahid ilaaj nahi hai. ilaaj ka aik majmoa haamla honay mein madad kere ga ."
bohat se halaat hain jo aurat ki zarkhaizifertility ko mutasir kar satke hain. agar aap ko zarkhaizifertility ke kisi bhi maslay ki tashkhees hui hai to aap ko dr se milna chahiye .,khawateen ki zarkhaizifertility ko kya cheez pareshan karti hai ?,yoga ke sath ayurvedic adwiyaat aur ayurvedic ilaaj mard aur aurat dono ki zarkhaizifertility ko bahaal karne mein bohat madad kar satke hain .,Ayurveda kya hai ?,yoga ki kuch aisi techniques hain jo zarkhaizifertility ko badhaane aur toleedi masail ko hal karne ke liye payi gayi hain. yeh tanao ko bhi dur karta hai jo banjh pan ke masail ki aik bari bunyaad hai. mazeed jannay ke liye kisi maahir se baat karen ke yoga aap ki kis terhan madad kar sakta hai .,yoga kya hai ?,zarkhaizi ke kuch masail ka ilaaj kuch mahino tak mazhabi tareeqay se kiye jane walay homeopathy ilaaj se kya ja sakta hai.,homeopathy kya hai ?
mein ne abhi tak apni zarkhaizifetility jhanchne ke liye dr ke paas nahi gayi. mein kaisay jaan sakti hon ke mujhe banjh pan ke masail hain ?,bohat se halaat hain jo aurat ki zarkhaizifertility ko mutasir kar satke hain. agar aap ko zarkhaizifertility ke kisi bhi maslay ki tashkhees hui hai to aap ko dr se milna chahiye .,khawateen ki zarkhaizifertility ko kya cheez pareshan karti hai ?,yoga ke sath ayurvedic adwiyaat aur ayurvedic ilaaj mard aur aurat dono ki zarkhaizifertility ko bahaal karne mein bohat madad kar satke hain .,Ayurveda kya hai ?,yoga ki kuch aisi techniques hain jo zarkhaizifertility ko badhaane aur toleedi masail ko hal karne ke liye payi gayi hain. yeh tanao ko bhi dur karta hai jo banjh pan ke masail ki aik bari bunyaad hai. mazeed jannay ke liye kisi maahir se baat karen ke yoga aap ki kis terhan madad kar sakta hai .,yoga kya hai ?,zarkhaizi ke kuch masail ka ilaaj kuch mahino tak mazhabi tareeqay se kiye jane walay homeopathy ilaaj se kya ja sakta hai.
"kya aap ka mahvari be qaida hai ? kya aap sharaab peetay hain ya tambaku peetay hain ? kya aap ka wazan ziyada hai ya kam wazan ? agar aap ka jawab mandarja baala salawon mein se kisi ke liye' haan' mein hai, to shayad aap ko zarkhaizifertility ke kuch masail darpaish hon ge. yeh check karne ke liye zarkhaizifertility ke maahir se rabita karne ka behtareen waqt hai.",mein ne abhi tak apni zarkhaizifetility jhanchne ke liye dr ke paas nahi gayi. mein kaisay jaan sakti hon ke mujhe banjh pan ke masail hain ?,bohat se halaat hain jo aurat ki zarkhaizifertility ko mutasir kar satke hain. agar aap ko zarkhaizifertility ke kisi bhi maslay ki tashkhees hui hai to aap ko dr se milna chahiye .,khawateen ki zarkhaizifertility ko kya cheez pareshan karti hai ?,yoga ke sath ayurvedic adwiyaat aur ayurvedic ilaaj mard aur aurat dono ki zarkhaizifertility ko bahaal karne mein bohat madad kar satke hain .,Ayurveda kya hai ?,yoga ki kuch aisi techniques hain jo zarkhaizifertility ko badhaane aur toleedi masail ko hal karne ke liye payi gayi hain. yeh tanao ko bhi dur karta hai jo banjh pan ke masail ki aik bari bunyaad hai. mazeed jannay ke liye kisi maahir se baat karen ke yoga aap ki kis terhan madad kar sakta hai .,yoga kya hai ?
Hi Mai,"kya aap ka mahvari be qaida hai ? kya aap sharaab peetay hain ya tambaku peetay hain ? kya aap ka wazan ziyada hai ya kam wazan ? agar aap ka jawab mandarja baala salawon mein se kisi ke liye' haan' mein hai, to shayad aap ko zarkhaizifertility ke kuch masail darpaish hon ge. yeh check karne ke liye zarkhaizifertility ke maahir se rabita karne ka behtareen waqt hai.",mein ne abhi tak apni zarkhaizifetility jhanchne ke liye dr ke paas nahi gayi. mein kaisay jaan sakti hon ke mujhe banjh pan ke masail hain ?,bohat se halaat hain jo aurat ki zarkhaizifertility ko mutasir kar satke hain. agar aap ko zarkhaizifertility ke kisi bhi maslay ki tashkhees hui hai to aap ko dr se milna chahiye .,khawateen ki zarkhaizifertility ko kya cheez pareshan karti hai ?,yoga ke sath ayurvedic adwiyaat aur ayurvedic ilaaj mard aur aurat dono ki zarkhaizifertility ko bahaal karne mein bohat madad kar satke hain .,Ayurveda kya hai ?,yoga ki kuch aisi techniques hain jo zarkhaizifertility ko badhaane aur toleedi masail ko hal karne ke liye payi gayi hain. yeh tanao ko bhi dur karta hai jo banjh pan ke masail ki aik bari bunyaad hai. mazeed jannay ke liye kisi maahir se baat karen ke yoga aap ki kis terhan madad kar sakta hai .
aaj mein aap ki madad kaisay kar sakti hon ?,Hi Mai,"kya aap ka mahvari be qaida hai ? kya aap sharaab peetay hain ya tambaku peetay hain ? kya aap ka wazan ziyada hai ya kam wazan ? agar aap ka jawab mandarja baala salawon mein se kisi ke liye' haan' mein hai, to shayad aap ko zarkhaizifertility ke kuch masail darpaish hon ge. yeh check karne ke liye zarkhaizifertility ke maahir se rabita karne ka behtareen waqt hai.",mein ne abhi tak apni zarkhaizifetility jhanchne ke liye dr ke paas nahi gayi. mein kaisay jaan sakti hon ke mujhe banjh pan ke masail hain ?,bohat se halaat hain jo aurat ki zarkhaizifertility ko mutasir kar satke hain. agar aap ko zarkhaizifertility ke kisi bhi maslay ki tashkhees hui hai to aap ko dr se milna chahiye .,khawateen ki zarkhaizifertility ko kya cheez pareshan karti hai ?,yoga ke sath ayurvedic adwiyaat aur ayurvedic ilaaj mard aur aurat dono ki zarkhaizifertility ko bahaal karne mein bohat madad kar satke hain .,Ayurveda kya hai ?
mujhe baychaini mehsoos hoti hai,aaj mein aap ki madad kaisay kar sakti hon ?,Hi Mai,"kya aap ka mahvari be qaida hai ? kya aap sharaab peetay hain ya tambaku peetay hain ? kya aap ka wazan ziyada hai ya kam wazan ? agar aap ka jawab mandarja baala salawon mein se kisi ke liye' haan' mein hai, to shayad aap ko zarkhaizifertility ke kuch masail darpaish hon ge. yeh check karne ke liye zarkhaizifertility ke maahir se rabita karne ka behtareen waqt hai.",mein ne abhi tak apni zarkhaizifetility jhanchne ke liye dr ke paas nahi gayi. mein kaisay jaan sakti hon ke mujhe banjh pan ke masail hain ?,bohat se halaat hain jo aurat ki zarkhaizifertility ko mutasir kar satke hain. agar aap ko zarkhaizifertility ke kisi bhi maslay ki tashkhees hui hai to aap ko dr se milna chahiye .,khawateen ki zarkhaizifertility ko kya cheez pareshan karti hai ?,yoga ke sath ayurvedic adwiyaat aur ayurvedic ilaaj mard aur aurat dono ki zarkhaizifertility ko bahaal karne mein bohat madad kar satke hain .
aap ko aisa kyun lagta hai ?,mujhe baychaini mehsoos hoti hai,aaj mein aap ki madad kaisay kar sakti hon ?,Hi Mai,"kya aap ka mahvari be qaida hai ? kya aap sharaab peetay hain ya tambaku peetay hain ? kya aap ka wazan ziyada hai ya kam wazan ? agar aap ka jawab mandarja baala salawon mein se kisi ke liye' haan' mein hai, to shayad aap ko zarkhaizifertility ke kuch masail darpaish hon ge. yeh check karne ke liye zarkhaizifertility ke maahir se rabita karne ka behtareen waqt hai.",mein ne abhi tak apni zarkhaizifetility jhanchne ke liye dr ke paas nahi gayi. mein kaisay jaan sakti hon ke mujhe banjh pan ke masail hain ?,bohat se halaat hain jo aurat ki zarkhaizifertility ko mutasir kar satke hain. agar aap ko zarkhaizifertility ke kisi bhi maslay ki tashkhees hui hai to aap ko dr se milna chahiye .,khawateen ki zarkhaizifertility ko kya cheez pareshan karti hai ?
kyunkay mujhe mahvari ki samajh nahi aati,aap ko aisa kyun lagta hai ?,mujhe baychaini mehsoos hoti hai,aaj mein aap ki madad kaisay kar sakti hon ?,Hi Mai,"kya aap ka mahvari be qaida hai ? kya aap sharaab peetay hain ya tambaku peetay hain ? kya aap ka wazan ziyada hai ya kam wazan ? agar aap ka jawab mandarja baala salawon mein se kisi ke liye' haan' mein hai, to shayad aap ko zarkhaizifertility ke kuch masail darpaish hon ge. yeh check karne ke liye zarkhaizifertility ke maahir se rabita karne ka behtareen waqt hai.",mein ne abhi tak apni zarkhaizifetility jhanchne ke liye dr ke paas nahi gayi. mein kaisay jaan sakti hon ke mujhe banjh pan ke masail hain ?,bohat se halaat hain jo aurat ki zarkhaizifertility ko mutasir kar satke hain. agar aap ko zarkhaizifertility ke kisi bhi maslay ki tashkhees hui hai to aap ko dr se milna chahiye .
"mein samjhti hon ke aap ko aisa kyun lagta hai. khush qismati se, mein mahvari ke baray mein kaafi ilm rakhti hon. bilaa jhijhak mujh se aap ka koi bhi sawal poucheen, mein aap ke liye haazir hon",kyunkay mujhe mahvari ki samajh nahi aati,aap ko aisa kyun lagta hai ?,mujhe baychaini mehsoos hoti hai,aaj mein aap ki madad kaisay kar sakti hon ?,Hi Mai,"kya aap ka mahvari be qaida hai ? kya aap sharaab peetay hain ya tambaku peetay hain ? kya aap ka wazan ziyada hai ya kam wazan ? agar aap ka jawab mandarja baala salawon mein se kisi ke liye' haan' mein hai, to shayad aap ko zarkhaizifertility ke kuch masail darpaish hon ge. yeh check karne ke liye zarkhaizifertility ke maahir se rabita karne ka behtareen waqt hai.",mein ne abhi tak apni zarkhaizifetility jhanchne ke liye dr ke paas nahi gayi. mein kaisay jaan sakti hon ke mujhe banjh pan ke masail hain ?
mahvari kya hai ?,"mein samjhti hon ke aap ko aisa kyun lagta hai. khush qismati se, mein mahvari ke baray mein kaafi ilm rakhti hon. bilaa jhijhak mujh se aap ka koi bhi sawal poucheen, mein aap ke liye haazir hon",kyunkay mujhe mahvari ki samajh nahi aati,aap ko aisa kyun lagta hai ?,mujhe baychaini mehsoos hoti hai,aaj mein aap ki madad kaisay kar sakti hon ?,Hi Mai,"kya aap ka mahvari be qaida hai ? kya aap sharaab peetay hain ya tambaku peetay hain ? kya aap ka wazan ziyada hai ya kam wazan ? agar aap ka jawab mandarja baala salawon mein se kisi ke liye' haan' mein hai, to shayad aap ko zarkhaizifertility ke kuch masail darpaish hon ge. yeh check karne ke liye zarkhaizifertility ke maahir se rabita karne ka behtareen waqt hai."
jab aurat ki andaam nihanivagina se kuch dinon tak khoon aata hai tou usse mahwaari kehte hai. ziyada tar khawateen ke liye yeh har 28 din mein hota hai .lekin uska miqdaar kam ya zyada bhi hosakta hai 2140 din,mahvari kya hai ?,"mein samjhti hon ke aap ko aisa kyun lagta hai. khush qismati se, mein mahvari ke baray mein kaafi ilm rakhti hon. bilaa jhijhak mujh se aap ka koi bhi sawal poucheen, mein aap ke liye haazir hon",kyunkay mujhe mahvari ki samajh nahi aati,aap ko aisa kyun lagta hai ?,mujhe baychaini mehsoos hoti hai,aaj mein aap ki madad kaisay kar sakti hon ?,Hi Mai
mujhe mahvari ho gayi hai aur mein ne abhi tak apni maa ko nahi bataya. is terhan ki cheezon ke baray mein baat karna mere liye waqai mushkil hai. mere paas bohat saaray sawalaat hain. mein kya karoon ?,jab aurat ki andaam nihanivagina se kuch dinon tak khoon aata hai tou usse mahwaari kehte hai. ziyada tar khawateen ke liye yeh har 28 din mein hota hai .lekin uska miqdaar kam ya zyada bhi hosakta hai 2140 din,mahvari kya hai ?,"mein samjhti hon ke aap ko aisa kyun lagta hai. khush qismati se, mein mahvari ke baray mein kaafi ilm rakhti hon. bilaa jhijhak mujh se aap ka koi bhi sawal poucheen, mein aap ke liye haazir hon",kyunkay mujhe mahvari ki samajh nahi aati,aap ko aisa kyun lagta hai ?,mujhe baychaini mehsoos hoti hai,aaj mein aap ki madad kaisay kar sakti hon ?
"bohat si larkiyon ko yahi tashweesh hai. jab aap ko apni mahvari ke baray mein sawalaat hon ge to aap ki walida aap ke behtareen wasail mein se aik hon gi, lehaza baat cheet khud shuru karne ki koshish karen! jaan len ke woh samajh daar aur madadgaar hogi. darasal, woh aap ki zindagi ke is waqt ke douran aap ki behtareen dost hosakti hai. ab bhi mehsoos nahi hota ke aap apni maa se baat kar satke hain? aik khaala, dost ki maa ya barri behan bhi poochnay ke liye behtareen madad saabit hongi.",mujhe mahvari ho gayi hai aur mein ne abhi tak apni maa ko nahi bataya. is terhan ki cheezon ke baray mein baat karna mere liye waqai mushkil hai. mere paas bohat saaray sawalaat hain. mein kya karoon ?,jab aurat ki andaam nihanivagina se kuch dinon tak khoon aata hai tou usse mahwaari kehte hai. ziyada tar khawateen ke liye yeh har 28 din mein hota hai .lekin uska miqdaar kam ya zyada bhi hosakta hai 2140 din,mahvari kya hai ?,"mein samjhti hon ke aap ko aisa kyun lagta hai. khush qismati se, mein mahvari ke baray mein kaafi ilm rakhti hon. bilaa jhijhak mujh se aap ka koi bhi sawal poucheen, mein aap ke liye haazir hon",kyunkay mujhe mahvari ki samajh nahi aati,aap ko aisa kyun lagta hai ?,mujhe baychaini mehsoos hoti hai
kya kisi ko jaisay ke larkoon ko ya meri maa ko meri mahvari ki ittilaa hogi ?,"bohat si larkiyon ko yahi tashweesh hai. jab aap ko apni mahvari ke baray mein sawalaat hon ge to aap ki walida aap ke behtareen wasail mein se aik hon gi, lehaza baat cheet khud shuru karne ki koshish karen! jaan len ke woh samajh daar aur madadgaar hogi. darasal, woh aap ki zindagi ke is waqt ke douran aap ki behtareen dost hosakti hai. ab bhi mehsoos nahi hota ke aap apni maa se baat kar satke hain? aik khaala, dost ki maa ya barri behan bhi poochnay ke liye behtareen madad saabit hongi.",mujhe mahvari ho gayi hai aur mein ne abhi tak apni maa ko nahi bataya. is terhan ki cheezon ke baray mein baat karna mere liye waqai mushkil hai. mere paas bohat saaray sawalaat hain. mein kya karoon ?,jab aurat ki andaam nihanivagina se kuch dinon tak khoon aata hai tou usse mahwaari kehte hai. ziyada tar khawateen ke liye yeh har 28 din mein hota hai .lekin uska miqdaar kam ya zyada bhi hosakta hai 2140 din,mahvari kya hai ?,"mein samjhti hon ke aap ko aisa kyun lagta hai. khush qismati se, mein mahvari ke baray mein kaafi ilm rakhti hon. bilaa jhijhak mujh se aap ka koi bhi sawal poucheen, mein aap ke liye haazir hon",kyunkay mujhe mahvari ki samajh nahi aati,aap ko aisa kyun lagta hai ?
"nahi jab tak ke aap inhen nah bitayen! agar woh aap se puchhte hain, to yeh mukammal tor par aap par munhasir hai ke aap ishtiraaq karen ya nah karen .",kya kisi ko jaisay ke larkoon ko ya meri maa ko meri mahvari ki ittilaa hogi ?,"bohat si larkiyon ko yahi tashweesh hai. jab aap ko apni mahvari ke baray mein sawalaat hon ge to aap ki walida aap ke behtareen wasail mein se aik hon gi, lehaza baat cheet khud shuru karne ki koshish karen! jaan len ke woh samajh daar aur madadgaar hogi. darasal, woh aap ki zindagi ke is waqt ke douran aap ki behtareen dost hosakti hai. ab bhi mehsoos nahi hota ke aap apni maa se baat kar satke hain? aik khaala, dost ki maa ya barri behan bhi poochnay ke liye behtareen madad saabit hongi.",mujhe mahvari ho gayi hai aur mein ne abhi tak apni maa ko nahi bataya. is terhan ki cheezon ke baray mein baat karna mere liye waqai mushkil hai. mere paas bohat saaray sawalaat hain. mein kya karoon ?,jab aurat ki andaam nihanivagina se kuch dinon tak khoon aata hai tou usse mahwaari kehte hai. ziyada tar khawateen ke liye yeh har 28 din mein hota hai .lekin uska miqdaar kam ya zyada bhi hosakta hai 2140 din,mahvari kya hai ?,"mein samjhti hon ke aap ko aisa kyun lagta hai. khush qismati se, mein mahvari ke baray mein kaafi ilm rakhti hon. bilaa jhijhak mujh se aap ka koi bhi sawal poucheen, mein aap ke liye haazir hon",kyunkay mujhe mahvari ki samajh nahi aati
