response,context,context/0,context/1,context/2,context/3,context/4,context/5
"mein waadi ke neechay rehta hon, sasta ilaqa lekin hum is qisam ki cheezon se bohat mutasir hotay hain hahaha","haan, aap behtar tor par check karen ge. aap kahan rehtay hain","haan, garam chocolate ke aik cupp ke sath andar rehne ke liye mausam acha rahay ga. bohat buri baat hai ke meri gali mein aam tor par selaab aata hai, is liye mujhe is ki jaanch karni parre gi .","oh, mein bi bi que ka mansoobah nah bunun to is ke bajaye sirf andar board games khailnay se lutaf andoz hon .",unhon ne bataya ke poooray shehar mein sakht mausam aaye ga aur muzafaat ke logon ko shayad ziyada barish aur sunhwa nahi miley gi .,"oh nahi, kon se ilaqay mutasir hon ge ?","oh haan, lekin mujhe apni umeeden ziyada nahi hain, mein ne suna hai ke hamaray rastay mein koi tufaan aa sakta hai",yahan aik hi! mujhe umeed hai ke mausam acha rahay ga .
pakra aap kahan rehtay hain is ke baray mein aap ko kuch pasand hai ?,"mein waadi ke neechay rehta hon, sasta ilaqa lekin hum is qisam ki cheezon se bohat mutasir hotay hain hahaha","haan, aap behtar tor par check karen ge. aap kahan rehtay hain","haan, garam chocolate ke aik cupp ke sath andar rehne ke liye mausam acha rahay ga. bohat buri baat hai ke meri gali mein aam tor par selaab aata hai, is liye mujhe is ki jaanch karni parre gi .","oh, mein bi bi que ka mansoobah nah bunun to is ke bajaye sirf andar board games khailnay se lutaf andoz hon .",unhon ne bataya ke poooray shehar mein sakht mausam aaye ga aur muzafaat ke logon ko shayad ziyada barish aur sunhwa nahi miley gi .,"oh nahi, kon se ilaqay mutasir hon ge ?","oh haan, lekin mujhe apni umeeden ziyada nahi hain, mein ne suna hai ke hamaray rastay mein koi tufaan aa sakta hai"
"theek hai, ilaqay ke aas paas ka khana herat angaiz hai, jo yakeeni tor par aik plus hai .",pakra aap kahan rehtay hain is ke baray mein aap ko kuch pasand hai ?,"mein waadi ke neechay rehta hon, sasta ilaqa lekin hum is qisam ki cheezon se bohat mutasir hotay hain hahaha","haan, aap behtar tor par check karen ge. aap kahan rehtay hain","haan, garam chocolate ke aik cupp ke sath andar rehne ke liye mausam acha rahay ga. bohat buri baat hai ke meri gali mein aam tor par selaab aata hai, is liye mujhe is ki jaanch karni parre gi .","oh, mein bi bi que ka mansoobah nah bunun to is ke bajaye sirf andar board games khailnay se lutaf andoz hon .",unhon ne bataya ke poooray shehar mein sakht mausam aaye ga aur muzafaat ke logon ko shayad ziyada barish aur sunhwa nahi miley gi .,"oh nahi, kon se ilaqay mutasir hon ge ?"
acha! mein kabhi kabhi is ilaqay mein aana pasand karoon ga .,"theek hai, ilaqay ke aas paas ka khana herat angaiz hai, jo yakeeni tor par aik plus hai .",pakra aap kahan rehtay hain is ke baray mein aap ko kuch pasand hai ?,"mein waadi ke neechay rehta hon, sasta ilaqa lekin hum is qisam ki cheezon se bohat mutasir hotay hain hahaha","haan, aap behtar tor par check karen ge. aap kahan rehtay hain","haan, garam chocolate ke aik cupp ke sath andar rehne ke liye mausam acha rahay ga. bohat buri baat hai ke meri gali mein aam tor par selaab aata hai, is liye mujhe is ki jaanch karni parre gi .","oh, mein bi bi que ka mansoobah nah bunun to is ke bajaye sirf andar board games khailnay se lutaf andoz hon .",unhon ne bataya ke poooray shehar mein sakht mausam aaye ga aur muzafaat ke logon ko shayad ziyada barish aur sunhwa nahi miley gi .
haae !,acha! mein kabhi kabhi is ilaqay mein aana pasand karoon ga .,"theek hai, ilaqay ke aas paas ka khana herat angaiz hai, jo yakeeni tor par aik plus hai .",pakra aap kahan rehtay hain is ke baray mein aap ko kuch pasand hai ?,"mein waadi ke neechay rehta hon, sasta ilaqa lekin hum is qisam ki cheezon se bohat mutasir hotay hain hahaha","haan, aap behtar tor par check karen ge. aap kahan rehtay hain","haan, garam chocolate ke aik cupp ke sath andar rehne ke liye mausam acha rahay ga. bohat buri baat hai ke meri gali mein aam tor par selaab aata hai, is liye mujhe is ki jaanch karni parre gi .","oh, mein bi bi que ka mansoobah nah bunun to is ke bajaye sirf andar board games khailnay se lutaf andoz hon ."
"hello, mujhe kis ke sath baat karne mein khushi ho rahi hai .",haae !,acha! mein kabhi kabhi is ilaqay mein aana pasand karoon ga .,"theek hai, ilaqay ke aas paas ka khana herat angaiz hai, jo yakeeni tor par aik plus hai .",pakra aap kahan rehtay hain is ke baray mein aap ko kuch pasand hai ?,"mein waadi ke neechay rehta hon, sasta ilaqa lekin hum is qisam ki cheezon se bohat mutasir hotay hain hahaha","haan, aap behtar tor par check karen ge. aap kahan rehtay hain","haan, garam chocolate ke aik cupp ke sath andar rehne ke liye mausam acha rahay ga. bohat buri baat hai ke meri gali mein aam tor par selaab aata hai, is liye mujhe is ki jaanch karni parre gi ."
mein superman hon! aap ke baray mein kya khayaal hai ?,"hello, mujhe kis ke sath baat karne mein khushi ho rahi hai .",haae !,acha! mein kabhi kabhi is ilaqay mein aana pasand karoon ga .,"theek hai, ilaqay ke aas paas ka khana herat angaiz hai, jo yakeeni tor par aik plus hai .",pakra aap kahan rehtay hain is ke baray mein aap ko kuch pasand hai ?,"mein waadi ke neechay rehta hon, sasta ilaqa lekin hum is qisam ki cheezon se bohat mutasir hotay hain hahaha","haan, aap behtar tor par check karen ge. aap kahan rehtay hain"
"hahaha superman ke sath zabardast chatiing, aap ki taaqat kya hai ?",mein superman hon! aap ke baray mein kya khayaal hai ?,"hello, mujhe kis ke sath baat karne mein khushi ho rahi hai .",haae !,acha! mein kabhi kabhi is ilaqay mein aana pasand karoon ga .,"theek hai, ilaqay ke aas paas ka khana herat angaiz hai, jo yakeeni tor par aik plus hai .",pakra aap kahan rehtay hain is ke baray mein aap ko kuch pasand hai ?,"mein waadi ke neechay rehta hon, sasta ilaqa lekin hum is qisam ki cheezon se bohat mutasir hotay hain hahaha"
posheeda hona. tum mujhe nahi dekho ge .,"hahaha superman ke sath zabardast chatiing, aap ki taaqat kya hai ?",mein superman hon! aap ke baray mein kya khayaal hai ?,"hello, mujhe kis ke sath baat karne mein khushi ho rahi hai .",haae !,acha! mein kabhi kabhi is ilaqay mein aana pasand karoon ga .,"theek hai, ilaqay ke aas paas ka khana herat angaiz hai, jo yakeeni tor par aik plus hai .",pakra aap kahan rehtay hain is ke baray mein aap ko kuch pasand hai ?
hahaha aap aur kya kar satke hain? kya aap dimagh parh satke hain ?,posheeda hona. tum mujhe nahi dekho ge .,"hahaha superman ke sath zabardast chatiing, aap ki taaqat kya hai ?",mein superman hon! aap ke baray mein kya khayaal hai ?,"hello, mujhe kis ke sath baat karne mein khushi ho rahi hai .",haae !,acha! mein kabhi kabhi is ilaqay mein aana pasand karoon ga .,"theek hai, ilaqay ke aas paas ka khana herat angaiz hai, jo yakeeni tor par aik plus hai ."
mein aisa karne ke liye fmri aur machine learning par bharosa karoon ga. mein is ka maahir nahi hon. is ke liye moazrat !,hahaha aap aur kya kar satke hain? kya aap dimagh parh satke hain ?,posheeda hona. tum mujhe nahi dekho ge .,"hahaha superman ke sath zabardast chatiing, aap ki taaqat kya hai ?",mein superman hon! aap ke baray mein kya khayaal hai ?,"hello, mujhe kis ke sath baat karne mein khushi ho rahi hai .",haae !,acha! mein kabhi kabhi is ilaqay mein aana pasand karoon ga .
wah yeh bohat takneeki lagta hai. fmri ka kya matlab hai ?,mein aisa karne ke liye fmri aur machine learning par bharosa karoon ga. mein is ka maahir nahi hon. is ke liye moazrat !,hahaha aap aur kya kar satke hain? kya aap dimagh parh satke hain ?,posheeda hona. tum mujhe nahi dekho ge .,"hahaha superman ke sath zabardast chatiing, aap ki taaqat kya hai ?",mein superman hon! aap ke baray mein kya khayaal hai ?,"hello, mujhe kis ke sath baat karne mein khushi ho rahi hai .",haae !
dimagh ki  cheez jo aap ko dimagh ki sargarmi ko bohat ziyada resolution mein bta sakti hai .,wah yeh bohat takneeki lagta hai. fmri ka kya matlab hai ?,mein aisa karne ke liye fmri aur machine learning par bharosa karoon ga. mein is ka maahir nahi hon. is ke liye moazrat !,hahaha aap aur kya kar satke hain? kya aap dimagh parh satke hain ?,posheeda hona. tum mujhe nahi dekho ge .,"hahaha superman ke sath zabardast chatiing, aap ki taaqat kya hai ?",mein superman hon! aap ke baray mein kya khayaal hai ?,"hello, mujhe kis ke sath baat karne mein khushi ho rahi hai ."
theek hai! to lagta hai aap ko science bohat pasand hai ?,dimagh ki  cheez jo aap ko dimagh ki sargarmi ko bohat ziyada resolution mein bta sakti hai .,wah yeh bohat takneeki lagta hai. fmri ka kya matlab hai ?,mein aisa karne ke liye fmri aur machine learning par bharosa karoon ga. mein is ka maahir nahi hon. is ke liye moazrat !,hahaha aap aur kya kar satke hain? kya aap dimagh parh satke hain ?,posheeda hona. tum mujhe nahi dekho ge .,"hahaha superman ke sath zabardast chatiing, aap ki taaqat kya hai ?",mein superman hon! aap ke baray mein kya khayaal hai ?
mein science par yaqeen rakhta hon! science mera kkhuda hai !,theek hai! to lagta hai aap ko science bohat pasand hai ?,dimagh ki  cheez jo aap ko dimagh ki sargarmi ko bohat ziyada resolution mein bta sakti hai .,wah yeh bohat takneeki lagta hai. fmri ka kya matlab hai ?,mein aisa karne ke liye fmri aur machine learning par bharosa karoon ga. mein is ka maahir nahi hon. is ke liye moazrat !,hahaha aap aur kya kar satke hain? kya aap dimagh parh satke hain ?,posheeda hona. tum mujhe nahi dekho ge .,"hahaha superman ke sath zabardast chatiing, aap ki taaqat kya hai ?"
kya aap bhi science kar rahay hain ?,mein science par yaqeen rakhta hon! science mera kkhuda hai !,theek hai! to lagta hai aap ko science bohat pasand hai ?,dimagh ki  cheez jo aap ko dimagh ki sargarmi ko bohat ziyada resolution mein bta sakti hai .,wah yeh bohat takneeki lagta hai. fmri ka kya matlab hai ?,mein aisa karne ke liye fmri aur machine learning par bharosa karoon ga. mein is ka maahir nahi hon. is ke liye moazrat !,hahaha aap aur kya kar satke hain? kya aap dimagh parh satke hain ?,posheeda hona. tum mujhe nahi dekho ge .
"nahi, mein science mein bura hon. science kya kar sakti hai? kya yeh muashray ke liye sab se ahem cheez hai ?",kya aap bhi science kar rahay hain ?,mein science par yaqeen rakhta hon! science mera kkhuda hai !,theek hai! to lagta hai aap ko science bohat pasand hai ?,dimagh ki  cheez jo aap ko dimagh ki sargarmi ko bohat ziyada resolution mein bta sakti hai .,wah yeh bohat takneeki lagta hai. fmri ka kya matlab hai ?,mein aisa karne ke liye fmri aur machine learning par bharosa karoon ga. mein is ka maahir nahi hon. is ke liye moazrat !,hahaha aap aur kya kar satke hain? kya aap dimagh parh satke hain ?
log hamesha jhagarte rehtay hain. mere khayaal mein shayad science aur jamhoriat dono hi ahem hain .,"nahi, mein science mein bura hon. science kya kar sakti hai? kya yeh muashray ke liye sab se ahem cheez hai ?",kya aap bhi science kar rahay hain ?,mein science par yaqeen rakhta hon! science mera kkhuda hai !,theek hai! to lagta hai aap ko science bohat pasand hai ?,dimagh ki  cheez jo aap ko dimagh ki sargarmi ko bohat ziyada resolution mein bta sakti hai .,wah yeh bohat takneeki lagta hai. fmri ka kya matlab hai ?,mein aisa karne ke liye fmri aur machine learning par bharosa karoon ga. mein is ka maahir nahi hon. is ke liye moazrat !
kya yeh maienay rakhta hai ?,log hamesha jhagarte rehtay hain. mere khayaal mein shayad science aur jamhoriat dono hi ahem hain .,"nahi, mein science mein bura hon. science kya kar sakti hai? kya yeh muashray ke liye sab se ahem cheez hai ?",kya aap bhi science kar rahay hain ?,mein science par yaqeen rakhta hon! science mera kkhuda hai !,theek hai! to lagta hai aap ko science bohat pasand hai ?,dimagh ki  cheez jo aap ko dimagh ki sargarmi ko bohat ziyada resolution mein bta sakti hai .,wah yeh bohat takneeki lagta hai. fmri ka kya matlab hai ?
mujhe lagta hai. aap ki baat ka shukriya !,kya yeh maienay rakhta hai ?,log hamesha jhagarte rehtay hain. mere khayaal mein shayad science aur jamhoriat dono hi ahem hain .,"nahi, mein science mein bura hon. science kya kar sakti hai? kya yeh muashray ke liye sab se ahem cheez hai ?",kya aap bhi science kar rahay hain ?,mein science par yaqeen rakhta hon! science mera kkhuda hai !,theek hai! to lagta hai aap ko science bohat pasand hai ?,dimagh ki  cheez jo aap ko dimagh ki sargarmi ko bohat ziyada resolution mein bta sakti hai .
salam. aap se mil kar khushi hui,mujhe lagta hai. aap ki baat ka shukriya !,kya yeh maienay rakhta hai ?,log hamesha jhagarte rehtay hain. mere khayaal mein shayad science aur jamhoriat dono hi ahem hain .,"nahi, mein science mein bura hon. science kya kar sakti hai? kya yeh muashray ke liye sab se ahem cheez hai ?",kya aap bhi science kar rahay hain ?,mein science par yaqeen rakhta hon! science mera kkhuda hai !,theek hai! to lagta hai aap ko science bohat pasand hai ?
"agar aap baqi waqt ke liye sirf aik khana kha satke hain, to yeh kya hoga ?",salam. aap se mil kar khushi hui,mujhe lagta hai. aap ki baat ka shukriya !,kya yeh maienay rakhta hai ?,log hamesha jhagarte rehtay hain. mere khayaal mein shayad science aur jamhoriat dono hi ahem hain .,"nahi, mein science mein bura hon. science kya kar sakti hai? kya yeh muashray ke liye sab se ahem cheez hai ?",kya aap bhi science kar rahay hain ?,mein science par yaqeen rakhta hon! science mera kkhuda hai !
. .. yeh aik mushkil hai. mujhe lagta hai ke mein asian food chinese food  jaoon ga. aap ke baray mein kya khayaal hai ?,"agar aap baqi waqt ke liye sirf aik khana kha satke hain, to yeh kya hoga ?",salam. aap se mil kar khushi hui,mujhe lagta hai. aap ki baat ka shukriya !,kya yeh maienay rakhta hai ?,log hamesha jhagarte rehtay hain. mere khayaal mein shayad science aur jamhoriat dono hi ahem hain .,"nahi, mein science mein bura hon. science kya kar sakti hai? kya yeh muashray ke liye sab se ahem cheez hai ?",kya aap bhi science kar rahay hain ?
"mere khayaal mein ice kareem. yeh mere liye acha nahi ho sakta, lekin mujhe parwah nahi hogi, hahaha",. .. yeh aik mushkil hai. mujhe lagta hai ke mein asian food chinese food  jaoon ga. aap ke baray mein kya khayaal hai ?,"agar aap baqi waqt ke liye sirf aik khana kha satke hain, to yeh kya hoga ?",salam. aap se mil kar khushi hui,mujhe lagta hai. aap ki baat ka shukriya !,kya yeh maienay rakhta hai ?,log hamesha jhagarte rehtay hain. mere khayaal mein shayad science aur jamhoriat dono hi ahem hain .,"nahi, mein science mein bura hon. science kya kar sakti hai? kya yeh muashray ke liye sab se ahem cheez hai ?"
mujhe ice kareem bhi pasand hai !,"mere khayaal mein ice kareem. yeh mere liye acha nahi ho sakta, lekin mujhe parwah nahi hogi, hahaha",. .. yeh aik mushkil hai. mujhe lagta hai ke mein asian food chinese food  jaoon ga. aap ke baray mein kya khayaal hai ?,"agar aap baqi waqt ke liye sirf aik khana kha satke hain, to yeh kya hoga ?",salam. aap se mil kar khushi hui,mujhe lagta hai. aap ki baat ka shukriya !,kya yeh maienay rakhta hai ?,log hamesha jhagarte rehtay hain. mere khayaal mein shayad science aur jamhoriat dono hi ahem hain .
"theek hai, sab se oopar teen zaiqay ?",mujhe ice kareem bhi pasand hai !,"mere khayaal mein ice kareem. yeh mere liye acha nahi ho sakta, lekin mujhe parwah nahi hogi, hahaha",. .. yeh aik mushkil hai. mujhe lagta hai ke mein asian food chinese food  jaoon ga. aap ke baray mein kya khayaal hai ?,"agar aap baqi waqt ke liye sirf aik khana kha satke hain, to yeh kya hoga ?",salam. aap se mil kar khushi hui,mujhe lagta hai. aap ki baat ka shukriya !,kya yeh maienay rakhta hai ?
"mujhe chocolate ice kareem se ziyada vanilla pasand hai. mein aam tor par vanilla par koi tagayuraat karoon ga. apne sir ke oopar se lainay ke liye, mein kahoon ga cookies aur kareem, minute chocolate chup, aur kaafi. tum kaisay ho ?","theek hai, sab se oopar teen zaiqay ?",mujhe ice kareem bhi pasand hai !,"mere khayaal mein ice kareem. yeh mere liye acha nahi ho sakta, lekin mujhe parwah nahi hogi, hahaha",. .. yeh aik mushkil hai. mujhe lagta hai ke mein asian food chinese food  jaoon ga. aap ke baray mein kya khayaal hai ?,"agar aap baqi waqt ke liye sirf aik khana kha satke hain, to yeh kya hoga ?",salam. aap se mil kar khushi hui,mujhe lagta hai. aap ki baat ka shukriya !
"berry aik, strawberry do, shayad seedhi chocolate number 3 usay thora sa mix karen .","mujhe chocolate ice kareem se ziyada vanilla pasand hai. mein aam tor par vanilla par koi tagayuraat karoon ga. apne sir ke oopar se lainay ke liye, mein kahoon ga cookies aur kareem, minute chocolate chup, aur kaafi. tum kaisay ho ?","theek hai, sab se oopar teen zaiqay ?",mujhe ice kareem bhi pasand hai !,"mere khayaal mein ice kareem. yeh mere liye acha nahi ho sakta, lekin mujhe parwah nahi hogi, hahaha",. .. yeh aik mushkil hai. mujhe lagta hai ke mein asian food chinese food  jaoon ga. aap ke baray mein kya khayaal hai ?,"agar aap baqi waqt ke liye sirf aik khana kha satke hain, to yeh kya hoga ?",salam. aap se mil kar khushi hui
"bohat achay. mujhe sharbat aur  pasand hain. bdalty hue mozuaat, kya aap baad ki zindagi par yaqeen rakhtay hain ?","berry aik, strawberry do, shayad seedhi chocolate number 3 usay thora sa mix karen .","mujhe chocolate ice kareem se ziyada vanilla pasand hai. mein aam tor par vanilla par koi tagayuraat karoon ga. apne sir ke oopar se lainay ke liye, mein kahoon ga cookies aur kareem, minute chocolate chup, aur kaafi. tum kaisay ho ?","theek hai, sab se oopar teen zaiqay ?",mujhe ice kareem bhi pasand hai !,"mere khayaal mein ice kareem. yeh mere liye acha nahi ho sakta, lekin mujhe parwah nahi hogi, hahaha",. .. yeh aik mushkil hai. mujhe lagta hai ke mein asian food chinese food  jaoon ga. aap ke baray mein kya khayaal hai ?,"agar aap baqi waqt ke liye sirf aik khana kha satke hain, to yeh kya hoga ?"
jee haan. mujhe herat hai ke kya mein abhi is mein hon. mujhe kis terhan pata chalay ga? aap kya sochte hain ?,"bohat achay. mujhe sharbat aur  pasand hain. bdalty hue mozuaat, kya aap baad ki zindagi par yaqeen rakhtay hain ?","berry aik, strawberry do, shayad seedhi chocolate number 3 usay thora sa mix karen .","mujhe chocolate ice kareem se ziyada vanilla pasand hai. mein aam tor par vanilla par koi tagayuraat karoon ga. apne sir ke oopar se lainay ke liye, mein kahoon ga cookies aur kareem, minute chocolate chup, aur kaafi. tum kaisay ho ?","theek hai, sab se oopar teen zaiqay ?",mujhe ice kareem bhi pasand hai !,"mere khayaal mein ice kareem. yeh mere liye acha nahi ho sakta, lekin mujhe parwah nahi hogi, hahaha",. .. yeh aik mushkil hai. mujhe lagta hai ke mein asian food chinese food  jaoon ga. aap ke baray mein kya khayaal hai ?
mujhe lagta hai. mein mehsoos karta hon ke jismani duniya se ziyada kuch hona chahiye jaisa ke hum usay samajte hain .,jee haan. mujhe herat hai ke kya mein abhi is mein hon. mujhe kis terhan pata chalay ga? aap kya sochte hain ?,"bohat achay. mujhe sharbat aur  pasand hain. bdalty hue mozuaat, kya aap baad ki zindagi par yaqeen rakhtay hain ?","berry aik, strawberry do, shayad seedhi chocolate number 3 usay thora sa mix karen .","mujhe chocolate ice kareem se ziyada vanilla pasand hai. mein aam tor par vanilla par koi tagayuraat karoon ga. apne sir ke oopar se lainay ke liye, mein kahoon ga cookies aur kareem, minute chocolate chup, aur kaafi. tum kaisay ho ?","theek hai, sab se oopar teen zaiqay ?",mujhe ice kareem bhi pasand hai !,"mere khayaal mein ice kareem. yeh mere liye acha nahi ho sakta, lekin mujhe parwah nahi hogi, hahaha"
"aik zehni duniya hai, mujhe lagta hai? khud ko samjhna",mujhe lagta hai. mein mehsoos karta hon ke jismani duniya se ziyada kuch hona chahiye jaisa ke hum usay samajte hain .,jee haan. mujhe herat hai ke kya mein abhi is mein hon. mujhe kis terhan pata chalay ga? aap kya sochte hain ?,"bohat achay. mujhe sharbat aur  pasand hain. bdalty hue mozuaat, kya aap baad ki zindagi par yaqeen rakhtay hain ?","berry aik, strawberry do, shayad seedhi chocolate number 3 usay thora sa mix karen .","mujhe chocolate ice kareem se ziyada vanilla pasand hai. mein aam tor par vanilla par koi tagayuraat karoon ga. apne sir ke oopar se lainay ke liye, mein kahoon ga cookies aur kareem, minute chocolate chup, aur kaafi. tum kaisay ho ?","theek hai, sab se oopar teen zaiqay ?",mujhe ice kareem bhi pasand hai !
aap ko ab tak ka sab se mafooq alfitrat tajurbah kya hai ?,"aik zehni duniya hai, mujhe lagta hai? khud ko samjhna",mujhe lagta hai. mein mehsoos karta hon ke jismani duniya se ziyada kuch hona chahiye jaisa ke hum usay samajte hain .,jee haan. mujhe herat hai ke kya mein abhi is mein hon. mujhe kis terhan pata chalay ga? aap kya sochte hain ?,"bohat achay. mujhe sharbat aur  pasand hain. bdalty hue mozuaat, kya aap baad ki zindagi par yaqeen rakhtay hain ?","berry aik, strawberry do, shayad seedhi chocolate number 3 usay thora sa mix karen .","mujhe chocolate ice kareem se ziyada vanilla pasand hai. mein aam tor par vanilla par koi tagayuraat karoon ga. apne sir ke oopar se lainay ke liye, mein kahoon ga cookies aur kareem, minute chocolate chup, aur kaafi. tum kaisay ho ?","theek hai, sab se oopar teen zaiqay ?"
mein college mein aik baar session mein gaya tha. un ke paas  board tha. mujhe yaad nahi hai ke aaya hum ne waqai Rohani duniya se rabita kya tha kyunkay mere paas peenay ke liye bohat ziyada tha .,aap ko ab tak ka sab se mafooq alfitrat tajurbah kya hai ?,"aik zehni duniya hai, mujhe lagta hai? khud ko samjhna",mujhe lagta hai. mein mehsoos karta hon ke jismani duniya se ziyada kuch hona chahiye jaisa ke hum usay samajte hain .,jee haan. mujhe herat hai ke kya mein abhi is mein hon. mujhe kis terhan pata chalay ga? aap kya sochte hain ?,"bohat achay. mujhe sharbat aur  pasand hain. bdalty hue mozuaat, kya aap baad ki zindagi par yaqeen rakhtay hain ?","berry aik, strawberry do, shayad seedhi chocolate number 3 usay thora sa mix karen .","mujhe chocolate ice kareem se ziyada vanilla pasand hai. mein aam tor par vanilla par koi tagayuraat karoon ga. apne sir ke oopar se lainay ke liye, mein kahoon ga cookies aur kareem, minute chocolate chup, aur kaafi. tum kaisay ho ?"
"hahaha. . yeh aik acha tajurbah hai. mein is se pehlay aik hindu aitekaf mein gaya, mutadid budh mandaroon mein, aur is se pehlay santa cruise mein isaai  ke sath ghoomna phira .",mein college mein aik baar session mein gaya tha. un ke paas  board tha. mujhe yaad nahi hai ke aaya hum ne waqai Rohani duniya se rabita kya tha kyunkay mere paas peenay ke liye bohat ziyada tha .,aap ko ab tak ka sab se mafooq alfitrat tajurbah kya hai ?,"aik zehni duniya hai, mujhe lagta hai? khud ko samjhna",mujhe lagta hai. mein mehsoos karta hon ke jismani duniya se ziyada kuch hona chahiye jaisa ke hum usay samajte hain .,jee haan. mujhe herat hai ke kya mein abhi is mein hon. mujhe kis terhan pata chalay ga? aap kya sochte hain ?,"bohat achay. mujhe sharbat aur  pasand hain. bdalty hue mozuaat, kya aap baad ki zindagi par yaqeen rakhtay hain ?","berry aik, strawberry do, shayad seedhi chocolate number 3 usay thora sa mix karen ."
haae !,"hahaha. . yeh aik acha tajurbah hai. mein is se pehlay aik hindu aitekaf mein gaya, mutadid budh mandaroon mein, aur is se pehlay santa cruise mein isaai  ke sath ghoomna phira .",mein college mein aik baar session mein gaya tha. un ke paas  board tha. mujhe yaad nahi hai ke aaya hum ne waqai Rohani duniya se rabita kya tha kyunkay mere paas peenay ke liye bohat ziyada tha .,aap ko ab tak ka sab se mafooq alfitrat tajurbah kya hai ?,"aik zehni duniya hai, mujhe lagta hai? khud ko samjhna",mujhe lagta hai. mein mehsoos karta hon ke jismani duniya se ziyada kuch hona chahiye jaisa ke hum usay samajte hain .,jee haan. mujhe herat hai ke kya mein abhi is mein hon. mujhe kis terhan pata chalay ga? aap kya sochte hain ?,"bohat achay. mujhe sharbat aur  pasand hain. bdalty hue mozuaat, kya aap baad ki zindagi par yaqeen rakhtay hain ?"
hello tum kaisay ho !,haae !,"hahaha. . yeh aik acha tajurbah hai. mein is se pehlay aik hindu aitekaf mein gaya, mutadid budh mandaroon mein, aur is se pehlay santa cruise mein isaai  ke sath ghoomna phira .",mein college mein aik baar session mein gaya tha. un ke paas  board tha. mujhe yaad nahi hai ke aaya hum ne waqai Rohani duniya se rabita kya tha kyunkay mere paas peenay ke liye bohat ziyada tha .,aap ko ab tak ka sab se mafooq alfitrat tajurbah kya hai ?,"aik zehni duniya hai, mujhe lagta hai? khud ko samjhna",mujhe lagta hai. mein mehsoos karta hon ke jismani duniya se ziyada kuch hona chahiye jaisa ke hum usay samajte hain .,jee haan. mujhe herat hai ke kya mein abhi is mein hon. mujhe kis terhan pata chalay ga? aap kya sochte hain ?
mein acha kar raha hon aap kya kar rahay hain ?,hello tum kaisay ho !,haae !,"hahaha. . yeh aik acha tajurbah hai. mein is se pehlay aik hindu aitekaf mein gaya, mutadid budh mandaroon mein, aur is se pehlay santa cruise mein isaai  ke sath ghoomna phira .",mein college mein aik baar session mein gaya tha. un ke paas  board tha. mujhe yaad nahi hai ke aaya hum ne waqai Rohani duniya se rabita kya tha kyunkay mere paas peenay ke liye bohat ziyada tha .,aap ko ab tak ka sab se mafooq alfitrat tajurbah kya hai ?,"aik zehni duniya hai, mujhe lagta hai? khud ko samjhna",mujhe lagta hai. mein mehsoos karta hon ke jismani duniya se ziyada kuch hona chahiye jaisa ke hum usay samajte hain .
"haan, aam kaam ki cheeze. e mails aur un box ke 99 ko check karen. 99 ko hazf karen .",mein acha kar raha hon aap kya kar rahay hain ?,hello tum kaisay ho !,haae !,"hahaha. . yeh aik acha tajurbah hai. mein is se pehlay aik hindu aitekaf mein gaya, mutadid budh mandaroon mein, aur is se pehlay santa cruise mein isaai  ke sath ghoomna phira .",mein college mein aik baar session mein gaya tha. un ke paas  board tha. mujhe yaad nahi hai ke aaya hum ne waqai Rohani duniya se rabita kya tha kyunkay mere paas peenay ke liye bohat ziyada tha .,aap ko ab tak ka sab se mafooq alfitrat tajurbah kya hai ?,"aik zehni duniya hai, mujhe lagta hai? khud ko samjhna"
"wah, yeh mutasir kin hai. mein ne bohat pehlay e mails ki safai tark kar di thi .","haan, aam kaam ki cheeze. e mails aur un box ke 99 ko check karen. 99 ko hazf karen .",mein acha kar raha hon aap kya kar rahay hain ?,hello tum kaisay ho !,haae !,"hahaha. . yeh aik acha tajurbah hai. mein is se pehlay aik hindu aitekaf mein gaya, mutadid budh mandaroon mein, aur is se pehlay santa cruise mein isaai  ke sath ghoomna phira .",mein college mein aik baar session mein gaya tha. un ke paas  board tha. mujhe yaad nahi hai ke aaya hum ne waqai Rohani duniya se rabita kya tha kyunkay mere paas peenay ke liye bohat ziyada tha .,aap ko ab tak ka sab se mafooq alfitrat tajurbah kya hai ?
lol yeh aap ko bilkul bhi pareshan nahi karta hai .,"wah, yeh mutasir kin hai. mein ne bohat pehlay e mails ki safai tark kar di thi .","haan, aam kaam ki cheeze. e mails aur un box ke 99 ko check karen. 99 ko hazf karen .",mein acha kar raha hon aap kya kar rahay hain ?,hello tum kaisay ho !,haae !,"hahaha. . yeh aik acha tajurbah hai. mein is se pehlay aik hindu aitekaf mein gaya, mutadid budh mandaroon mein, aur is se pehlay santa cruise mein isaai  ke sath ghoomna phira .",mein college mein aik baar session mein gaya tha. un ke paas  board tha. mujhe yaad nahi hai ke aaya hum ne waqai Rohani duniya se rabita kya tha kyunkay mere paas peenay ke liye bohat ziyada tha .
